backend,selected_kernel,work_group_size,cl_compiler_options,matrix_dimensions,elapsed_s
   clBlas, 2,32,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04428
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.02948
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.02568
   clBlas, 2,32,-cl-std=CL1.2,4096,0.07960
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24932
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.25188

 0
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00326
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01686
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00538
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01790
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14079
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12487
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02738
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07991
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.16717
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.12464
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00333
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00671
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01803
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05243
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.03122
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02554
   clBlas, 1,16,-cl-std=CL2.0,4096,0.07800
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.40235
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.41255
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00328
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00727
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05671
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.05188
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02558
   clBlas, 1,32,-cl-std=CL2.0,4096,0.07705
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.34773
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.34245
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00328
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02794
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02816
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00538
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01794
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.21330
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.19210
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02472
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07682
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.57556
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.58146
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00325
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01793
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.04146
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02586
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07969
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.26046
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.26852
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00570
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00567
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04027
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.03905
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02930
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07862
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24867
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.25161
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00093
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00339
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14453
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12302
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02608
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.08018
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.16134
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.11416
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05242
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.05314
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02604
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07915
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.40027
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.41831
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00326
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01807
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.05172
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.05057
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02450
   clBlas, 1,32,-cl-std=CL1.2,4096,0.07770
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.34860
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.34553
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00094
   clBlas, 2, 4,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 2, 4,-cl-std=CL1.2,1024,0.02796
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,0.02818
   cuBLAS, 2, 4,-cl-std=CL1.2,2048,0.00509
   clBlas, 2, 4,-cl-std=CL1.2,2048,0.01703
myGEMM.cu, 2, 4,-cl-std=CL1.2,2048,0.21645
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,0.19288
   cuBLAS, 2, 4,-cl-std=CL1.2,4096,0.02567
   clBlas, 2, 4,-cl-std=CL1.2,4096,0.07980
myGEMM.cu, 2, 4,-cl-std=CL1.2,4096,1.57548
myGEMM.cl, 2, 4,-cl-std=CL1.2,4096,1.58118
   cuBLAS, 2,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 2,16,-cl-std=CL1.2,1024,0.00324
myGEMM.cu, 2,16,-cl-std=CL1.2,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL1.2,1024,0.00522
   cuBLAS, 2,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 2,16,-cl-std=CL1.2,2048,0.01791
myGEMM.cu, 2,16,-cl-std=CL1.2,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL1.2,2048,0.04185
   cuBLAS, 2,16,-cl-std=CL1.2,4096,0.02465
   clBlas, 2,16,-cl-std=CL1.2,4096,0.08083
myGEMM.cu, 2,16,-cl-std=CL1.2,4096,0.26105
myGEMM.cl, 2,16,-cl-std=CL1.2,4096,0.26840
   cuBLAS, 2,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 2,32,-cl-std=CL1.2,1024,0.00328
myGEMM.cu, 2,32,-cl-std=CL1.2,1024,0.00567
myGEMM.cl, 2,32,-cl-std=CL1.2,1024,0.00576
   cuBLAS, 2,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 2,32,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04216
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.03237
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.02713
   clBlas, 2,32,-cl-std=CL1.2,4096,0.07881
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24822
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.25069

 1
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00093
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00334
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01686
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00539
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01806
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14157
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12411
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.03106
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07868
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.15655
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.11869
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00338
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01803
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05243
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.05317
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02582
   clBlas, 1,16,-cl-std=CL2.0,4096,0.07965
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.39684
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.40748
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00537
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05671
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.05644
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02551
   clBlas, 1,32,-cl-std=CL2.0,4096,0.07867
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.34805
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.34319
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00334
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02794
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02817
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00539
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.20720
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.19201
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02442
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07810
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.57134
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.57867
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00514
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.04185
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02559
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07831
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.26295
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.26922
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00333
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00569
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00569
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01800
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.03994
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.03582
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02994
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07662
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24922
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.25218
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00097
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01686
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14351
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12360
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02489
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07802
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.16175
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.11906
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00092
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01802
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05243
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.03118
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02593
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07969
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.40136
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.41089
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00328
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00727
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01794
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.05670
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.03726
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02596
   clBlas, 1,32,-cl-std=CL1.2,4096,0.08041
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.34807
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.34390
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00094
   clBlas, 2, 4,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 2, 4,-cl-std=CL1.2,1024,0.02796
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,0.02819
   cuBLAS, 2, 4,-cl-std=CL1.2,2048,0.00507
   clBlas, 2, 4,-cl-std=CL1.2,2048,0.01697
myGEMM.cu, 2, 4,-cl-std=CL1.2,2048,0.21504
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,0.19163
   cuBLAS, 2, 4,-cl-std=CL1.2,4096,0.02614
   clBlas, 2, 4,-cl-std=CL1.2,4096,0.07914
myGEMM.cu, 2, 4,-cl-std=CL1.2,4096,1.57535
myGEMM.cl, 2, 4,-cl-std=CL1.2,4096,1.58060
   cuBLAS, 2,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 2,16,-cl-std=CL1.2,1024,0.00355
myGEMM.cu, 2,16,-cl-std=CL1.2,1024,0.00516
myGEMM.cl, 2,16,-cl-std=CL1.2,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 2,16,-cl-std=CL1.2,2048,0.01791
myGEMM.cu, 2,16,-cl-std=CL1.2,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL1.2,2048,0.02601
   cuBLAS, 2,16,-cl-std=CL1.2,4096,0.02603
   clBlas, 2,16,-cl-std=CL1.2,4096,0.07865
myGEMM.cu, 2,16,-cl-std=CL1.2,4096,0.26401
myGEMM.cl, 2,16,-cl-std=CL1.2,4096,0.26816
   cuBLAS, 2,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 2,32,-cl-std=CL1.2,1024,0.00334
myGEMM.cu, 2,32,-cl-std=CL1.2,1024,0.00565
myGEMM.cl, 2,32,-cl-std=CL1.2,1024,0.00566
   cuBLAS, 2,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 2,32,-cl-std=CL1.2,2048,0.01799
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04453
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.04504
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.02607
   clBlas, 2,32,-cl-std=CL1.2,4096,0.07978
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24924
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.25223

 2
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00096
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00333
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01718
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01686
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00540
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01793
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14456
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12370
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02545
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07912
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.15811
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.12088
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00096
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00336
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00672
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05242
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.03726
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02778
   clBlas, 1,16,-cl-std=CL2.0,4096,0.07960
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.40168
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.40961
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01792
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05670
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.03929
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02810
   clBlas, 1,32,-cl-std=CL2.0,4096,0.07908
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.34866
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.34639
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00092
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02796
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02817
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00539
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01794
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.22254
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.19275
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02452
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07719
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.57852
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.58265
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.02572
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02510
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07801
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.26405
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.26914
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00095
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00566
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00567
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00540
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01806
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04449
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.04531
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02608
   clBlas, 2,32,-cl-std=CL2.0,4096,0.08000
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24908
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.25197
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00094
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01688
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01794
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14068
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12642
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02565
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07880
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.16417
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.12247
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00336
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05243
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.04075
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02673
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07908
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.40329
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.41482
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00095
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.05670
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.04123
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02719
   clBlas, 1,32,-cl-std=CL1.2,4096,0.07875
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.34661
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.34512
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00092
   clBlas, 2, 4,-cl-std=CL1.2,1024,0.00334
myGEMM.cu, 2, 4,-cl-std=CL1.2,1024,0.02794
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,0.02816
   cuBLAS, 2, 4,-cl-std=CL1.2,2048,0.00539
   clBlas, 2, 4,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 2, 4,-cl-std=CL1.2,2048,0.22245
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,0.19366
   cuBLAS, 2, 4,-cl-std=CL1.2,4096,0.02585
   clBlas, 2, 4,-cl-std=CL1.2,4096,0.07982
myGEMM.cu, 2, 4,-cl-std=CL1.2,4096,1.57830
myGEMM.cl, 2, 4,-cl-std=CL1.2,4096,1.58453
   cuBLAS, 2,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 2,16,-cl-std=CL1.2,1024,0.00339
myGEMM.cu, 2,16,-cl-std=CL1.2,1024,0.00515
